n_anneal,min,mean
16,25.071378708,27.845006645
32,23.394184113,27.382257218
64,21.481424332,25.802337493
128,18.415180206,23.192878167
256,16.556596756,20.401190311
512,14.434613228,17.417558024
1024,11.894896507,14.805739264
2048,10.415946960,12.509852524
4096,8.740190506,10.640035691
8192,8.043294907,9.185166528
