n_anneal,min,mean
16,4.106320838914712e-08,0.26282886491758795
32,1.764469702791871e-06,0.2165762877749594
64,8.899915486804133e-07,0.14652964741165975
128,5.00975142259108e-07,0.12407489322455456
256,1.6141035752426092e-07,0.09077486222527265
512,1.0661236249376316e-07,0.061872571023506406
1024,2.434358625791333e-07,0.06314049236184771
2048,2.4646415508478015e-07,0.06206074870743117
