n_anneal,min,mean
16,-72.94127862875973,-72.5240676319535
32,-72.94127862875973,-72.72616276693799
64,-72.94127862875973,-72.6347059812307
128,-72.94127862875973,-72.77157010236009
256,-72.94127862875973,-72.74140313649269
512,-72.94127862875973,-72.76568676994363
1024,-72.94127862875973,-72.7864774126745
2048,-72.94127862875973,-72.83484998460527
