n_anneal,min,mean
16,-29.45019854315395,-0.04975834091500276
32,-33.255567717246436,-4.367826929393193
64,-28.422168687420886,-13.189274576617896
128,-31.154887200208023,-19.70390331183205
256,-34.552865044801166,-34.545457277942845
512,-65.9849050901,-65.97674541525333
1024,-71.25197137881241,-71.24655027232329
2048,-70.77296082196007,-70.77132027629922
