n_anneal,min,mean
16,-35.256525034347575,-2.4903303214326447
32,-38.16049230703444,-3.106819461440023
64,-38.89930987950962,-5.775558202015454
128,-36.008204429734306,-7.5099230100047425
256,-45.88472121226455,-18.54335153698275
512,-47.03513892608606,-21.970210488962824
1024,-63.30124990282958,-41.98532499263007
2048,-67.3662461037955,-53.63133676615899
