n_anneal,min,mean
16,-67.13483018556852,-64.70494343601462
32,-66.5441048321262,-64.48481552953639
64,-69.89691966667478,-69.58179783136111
128,-65.2489043478381,-65.02832240496939
256,-71.89241178111645,-71.8103967411365
512,-69.54397286237261,-69.51181715842274
1024,-70.3822631247921,-70.36861370551608
2048,-70.86587906850403,-70.86192263974833
