n_anneal,min,mean
16,-29.616645838453294,-0.40103947491092445
32,-32.09565279031462,-0.4640115015289183
64,-31.989162867146064,-0.9990954862263549
128,-29.857912907302104,-8.551288504086594
256,-37.496488161715746,-18.523587208436144
512,-69.57382548165693,-69.56215283219406
1024,-69.78412813558737,-69.77643205159758
2048,-71.34603744370477,-71.32209666142266
