iteration,Temperature,DeltaT,minE,maxE,meanE,varE,ESS
0,2.0,-0.0078264580493683,2.4624947122620418,19.225645881085285,7.696162719218619,8.56619644165039,56.74184036254883
1,1.992173541950632,-0.0087442275567939,2.3043073228882625,15.57547364750374,7.6888761631535365,6.497060775756836,54.20962524414063
2,1.9834293143938375,-0.0085262752181542,3.195560317425616,14.839700084118732,7.769138138680346,6.464608669281006,55.39241027832031
3,1.9749030391756837,-0.0079444742911843,2.065048556713946,18.07138524570931,7.379174571423419,6.977731227874756,49.2955436706543
4,1.9669585648844992,-0.0093624554385888,2.6600011400269343,17.150752883343586,7.490084063200839,5.628309726715088,53.32490158081055
5,1.9575961094459104,-0.0084564630903976,2.7089632562683894,15.259501319317707,7.848503034500964,6.08421516418457,53.60032653808594
6,1.9491396463555128,-0.0077811430496227,2.3960245660828425,15.044204574017414,7.955540697960742,7.230998992919922,54.53370666503906
7,1.94135850330589,-0.0075943846075631,1.9310272745179011,16.35384259739388,7.774354126243479,6.607742786407471,46.43789291381836
8,1.9337641186983268,-0.0077370595932228,2.4801338724182918,14.817135672955402,7.800550173907168,7.422927379608154,56.99620056152344
9,1.926027059105104,-0.008378907430417,2.999022822766192,13.116865497021564,7.418083857684024,5.759379386901856,55.99402618408203
10,1.9176481516746868,-0.0083054142315247,2.5327805093811824,14.216776709942707,7.257362943081744,5.847949504852295,53.8746452331543
11,1.9093427374431624,-0.007820154113884,1.7527593187378718,14.697471480755695,7.580114949433692,6.693103790283203,52.23197555541992
12,1.901522583329278,-0.0082863396960858,1.937137465863116,13.527829986004718,7.292108308462985,5.206153392791748,52.77056884765625
13,1.893236243633192,-0.0070774515589468,1.9092205575989558,14.199624400524982,7.3285299054669215,7.083023071289063,48.85300064086914
14,1.8861587920742453,-0.0087397294502452,3.3867982439087703,15.24875817814339,7.520899314372428,5.7428297996521,56.95451354980469
15,1.877419062624,-0.0072883049530636,2.7042730859803035,19.03787408390511,7.71136310317982,7.522355079650879,52.749542236328125
16,1.8701307576709365,-0.0082446053605746,2.93389068165291,15.939133506207355,7.1696453205632045,7.189619064331055,61.05453109741211
17,1.8618861523103616,-0.0063487077114163,2.552350383190997,16.02100167789925,7.794347923188098,7.573108673095703,47.0920524597168
18,1.8555374445989448,-0.007133871357439,2.0226377061890437,15.29510770359505,7.632255509434827,6.240765571594238,46.62667083740234
19,1.8484035732415065,-0.0077822383380866,2.378058295636065,15.844786506085285,7.265568535714038,5.203264236450195,45.729373931884766
20,1.84062133490342,-0.0070438141561181,1.6521857790039851,17.633703093914875,6.956802289872058,6.967576503753662,53.0031623840332
21,1.8335775207473013,-0.0061771317427418,3.155056338696368,18.67659078159798,8.182341676144489,8.454340934753418,48.50556945800781
22,1.82740038900456,-0.0068911659507227,2.9801920465515925,18.541627746014484,7.572483207969554,6.8540778160095215,47.70559310913086
23,1.820509223053837,-0.0072796410173578,1.8476298860596492,17.177390914349445,7.601434271721728,6.563963413238525,53.53285598754883
24,1.813229582036479,-0.0062504616125888,2.2927807382630183,19.22158990421761,7.51419733086098,8.936593055725098,49.4495735168457
25,1.80697912042389,-0.0066161300778581,3.0898951105164363,15.096470694928058,7.719414669959433,7.82794713973999,54.93368148803711
26,1.800362990346032,-0.0070580936936474,2.916576247601397,16.184094291119465,7.66278972843159,6.468692302703857,50.68458557128906
27,1.7933048966523844,-0.0075377923599637,2.507696967511065,12.49406133213509,7.219334077029116,5.286556720733643,50.506324768066406
28,1.7857671042924206,-0.0073047615069269,2.210605960278399,13.667240958599933,6.8746585659073665,5.501383304595947,49.63567733764648
29,1.7784623427854935,-0.0058451466754848,2.525340896038897,17.46810803928841,7.785941224484332,9.15635871887207,47.85647201538086
30,1.7726171961100088,-0.0066319603049907,2.9191611818360164,16.24336896458138,7.427133347778208,7.4597625732421875,54.83335494995117
31,1.765985235805018,-0.0059306861945178,2.2814892343567683,15.992704253582843,7.973238687901385,6.26081657409668,40.17096710205078
32,1.7600545496105002,-0.006269309787955,2.8363669923828914,15.838881354718097,7.58925559738148,6.738450527191162,49.69517517089844
33,1.753785239822545,-0.0057321592082201,1.7629102281617,15.051292758374103,7.4670574925230815,6.994763851165772,40.74066925048828
34,1.7480530806143249,-0.007257972851716,2.6662739328430964,13.132983069805988,7.186324637322314,4.724674224853516,50.36185836791992
35,1.7407951077626087,-0.006613387146891,2.671182017712481,14.848535399823076,7.484050314812548,6.082943439483643,50.92060852050781
36,1.7341817206157175,-0.0058022434351592,3.029075484661944,17.3588779977845,8.08067820587624,7.63008451461792,50.98225402832031
37,1.7283794771805585,-0.0059365188478809,2.48686681309212,15.73215947666634,7.379926022081263,6.562308311462402,43.24738693237305
38,1.7224429583326777,-0.0063390296969184,2.86805520573128,16.44707475224007,7.187799613861926,7.310366153717041,58.15301132202149
39,1.7161039286357591,-0.0067989881487564,3.1283758691834285,13.757992129711994,7.433105673580058,5.566730499267578,50.74968719482422
40,1.7093049404870029,-0.0062625913836848,2.9661072305725886,14.06028972187508,7.607002802132256,5.801083087921143,50.92586517333984
41,1.7030423491033178,-0.00540182180615,2.281147818951495,17.35875115910042,7.272468667416461,8.322440147399902,42.58602142333984
42,1.6976405272971675,-0.0053270524236307,2.3924654535340144,15.260991435437091,7.611055541722663,6.175031661987305,28.70415496826172
43,1.692313474873537,-0.0050285580305963,2.194022517590411,17.055065970806965,7.186534386067279,7.949471950531006,43.185020446777344
44,1.6872849168429405,-0.005145350036736,2.738946776776201,15.271509032635578,7.726660471348651,7.804965019226074,44.64471435546875
45,1.6821395668062045,-0.0058180317264572,2.4688957742737605,14.565426211743244,7.357757043032534,5.896794319152832,41.44517517089844
46,1.6763215350797471,-0.0058881324533928,3.8315480760620906,14.608064990429767,7.822861950783618,6.638274192810059,50.49494552612305
47,1.6704334026263543,-0.0048882760780599,2.019023280529864,15.188069682507404,7.680631365566142,7.859024047851562,42.49874114990234
48,1.6655451265482943,-0.0055676124298165,2.3746498636292293,14.537770610241779,7.4717662743614985,6.493165493011475,43.65036010742188
49,1.6599775141184778,-0.0059633522550314,2.338889460949785,19.060214858441242,7.215953450589068,6.854004383087158,43.74896240234375
50,1.6540141618634463,-0.0046161767862717,1.8016103319214656,19.32559857883919,7.682042282013781,8.916085243225098,33.46449661254883
51,1.6493979850771745,-0.0043539236717511,1.6933740190552546,15.8318537286805,7.6409751735018565,6.8239827156066895,31.4281005859375
52,1.6450440614054234,-0.0049473420855871,3.13567576923836,16.589571814923175,7.8231139145182444,7.450268268585205,41.30728149414063
53,1.640096719319836,-0.006270228718634,3.2784937433289363,14.808974604992756,7.7103212214397265,5.71478271484375,51.78698348999024
54,1.633826490601202,-0.0048586615956777,2.4247458986328914,17.638501029400715,7.719407450346835,5.983390331268311,34.553123474121094
55,1.6289678290055245,-0.0047231460600432,2.607596736340411,15.952983718304523,7.638348173289187,6.591259956359863,36.8779411315918
56,1.624244682945481,-0.0046443328375283,2.367418628125079,18.59815393009651,7.380610834746249,6.640514373779297,28.372314453125
57,1.6196003501079528,-0.0042695148829703,1.4065230897950007,17.079237800030597,7.553942803232558,8.178583145141602,28.16488647460937
58,1.6153308352249824,-0.0049816981707777,2.5584648660706355,15.46437964954842,7.599724601893313,6.538652896881104,39.1163444519043
59,1.610349137054205,-0.0041199430183942,1.8870175890015437,23.18439183750618,7.623843450038321,8.526509284973145,33.643253326416016
60,1.6062291940358104,-0.0045117286410806,2.470669608502276,19.18403134861458,8.00237635889519,8.431886672973633,42.14988708496094
61,1.6017174653947297,-0.0043465829979673,2.140297751812823,16.21003518620003,7.543792437701113,7.582478523254394,37.52140808105469
62,1.5973708823967625,-0.0047436889328693,2.622414451031573,15.533130031018146,7.521799679784663,7.251674175262451,42.5113410949707
63,1.592627193463893,-0.0053590451246906,2.645976882367022,13.681753974347004,7.312420587925799,6.508106231689453,52.58975982666016
64,1.5872681483392022,-0.0045577810523828,2.288923125653155,15.3224805406617,7.4572711102055385,6.179250240325928,35.90256881713867
