iteration,Temperature,DeltaT,minE,maxE,meanE,varE,ESS
0,2.0,-0.0804098033802644,58.83411407470703,72.00189208984375,66.141845703125,7.134377956390381,113.97917938232422
1,1.9195901966197355,-0.07915329607939114,59.79750061035156,73.3622817993164,66.17318725585938,6.575020790100098,112.00505828857422
2,1.8404369005403445,-0.07411821786192865,59.99833297729492,71.71003723144531,66.07012939453125,7.234804153442383,109.98067474365234
3,1.7663186826784159,-0.11925382759135203,57.29640579223633,72.6384048461914,65.736083984375,6.65325927734375,114.57103729248047
4,1.647064855087064,-0.06871812937903976,59.04738998413086,71.74012756347656,65.64801788330078,6.529047966003418,109.55443572998047
5,1.5783467257080241,-0.08756335035728248,57.974727630615234,71.11026763916016,65.07194519042969,5.731316566467285,101.7201156616211
6,1.4907833753507416,-0.07756390717496583,59.12519073486328,70.71372985839844,65.01712036132812,6.500603675842285,105.86249542236328
7,1.4132194681757757,-0.04285501790523878,58.511810302734375,69.88868713378906,64.5665283203125,6.16252326965332,99.26377868652344
8,1.370364450270537,-0.052890098819967174,58.928714752197266,71.57270812988281,64.45335388183594,7.33411169052124,97.03186798095703
9,1.3174743514505698,-0.01997951510719659,56.605533599853516,70.69356536865234,64.75252532958984,7.13534688949585,94.56548309326172
10,1.2974948363433731,-0.01954808423808161,58.924625396728516,73.34288787841797,64.55673217773438,6.9650983810424805,96.99610137939453
11,1.2779467521052916,-0.03281266178828645,58.357322692871094,69.51888275146484,64.17855072021484,6.620885848999023,87.66825866699219
12,1.2451340903170052,-0.015743332774250707,56.560211181640625,71.23104858398438,63.96748352050781,7.061990737915039,94.42008972167969
13,1.2293907575427545,-0.02494301768622465,58.518821716308594,69.28297424316406,63.8478889465332,5.174525737762451,97.83431243896484
14,1.2044477398565299,-0.058892783790005725,58.350379943847656,69.2452163696289,63.96629333496094,5.880021572113037,102.74168395996094
15,1.1455549560665241,-0.012449355978302164,56.45378112792969,72.73485565185547,63.681846618652344,8.158761978149414,88.70392608642578
16,1.133105600088222,-0.020625940711151793,57.8184814453125,70.45927429199219,63.683685302734375,5.801416873931885,97.08796691894531
17,1.1124796593770703,-0.012529536330693817,56.85591506958008,69.51618194580078,63.64127731323242,6.370692253112793,90.19371795654297
18,1.0999501230463764,-0.032035622376373765,55.85469055175781,71.08537292480469,63.87590789794922,5.3757195472717285,88.51426696777344
19,1.0679145006700026,-0.01112822874792619,56.500762939453125,68.82982635498047,62.69715881347656,6.70628023147583,72.3428955078125
20,1.0567862719220764,-0.008227710655418045,55.89504623413086,70.09452819824219,63.2803955078125,6.284658908843994,86.47312927246094
21,1.0485585612666584,-0.009456000590100813,57.01460647583008,69.23381805419922,62.81578063964844,5.482715606689453,86.78507995605469
22,1.0391025606765576,-0.016880319671951645,56.68104553222656,70.88025665283203,63.52201843261719,7.490962028503418,95.46967315673828
23,1.022222241004606,-0.01565371211713893,57.2551383972168,69.58914947509766,63.07731628417969,6.327965259552002,91.61082458496094
