n_anneal,min,mean
16,58.52484047299828,69.38648126497603
32,56.54630445164319,69.37725055696576
64,35.65836646566213,44.555832538928364
128,14.561357485609925,17.318572154294614
256,11.27350929017383,12.795715142066705
512,9.988837672063092,10.708542748972162
1024,8.952747637022942,9.03902267669719
2048,8.8086900050128,8.8459434088719
