n_anneal,min,mean
16,57.699619052343145,69.36691982194662
32,57.29408595164134,69.33824246203076
64,18.99283655507353,23.538602074017366
128,14.16063177601576,16.785162288942786
256,11.029980454013032,12.403432273920599
512,9.512721524530885,10.349353713785172
1024,8.930974687990707,9.070242528865904
2048,8.66766735176029,8.715837960753435
