n_anneal,min,mean
16,-60.63009357341181,-58.93578975564668
32,-29.849681497085335,-0.09183312987196862
64,-30.73447794590706,-0.06618881662324505
128,-32.51522618600229,0.05596150330668657
256,-49.083866690927756,-45.34110303934876
512,-49.062760697681405,-48.54471611929631
1024,-61.64280356636483,-61.639540861015334
2048,-70.1163747623029,-70.11593669261754
