n_anneal,min,mean
16,-35.130186512472946,-1.5076552648729666
32,-33.46284506180595,-3.6233176277874195
64,-39.71351472026032,-6.723179390356827
128,-37.6842867738892,-8.663628563576438
256,-44.47341327769873,-16.045812103116837
512,-49.39867110227833,-26.077723552839927
1024,-60.855387531147095,-36.67547668677711
2048,-65.38960507582668,-52.06868109890042
