n_anneal,min,mean
16,-34.14901382554585,-0.8986344705002277
32,-32.895452597265134,-2.285128863302266
64,-36.118807151270204,-9.40659179100698
128,-35.67201493995459,-21.876324954000182
256,-48.04835240402187,-46.637816394105855
512,-63.299593579461565,-63.29242801849647
1024,-70.1163747623029,-70.11232729446057
2048,-70.1163747623029,-70.11365062711758
