n_anneal,min,mean
16,28.242286394347147,33.88267363058208
32,27.48573631246206,34.02711160883991
64,27.788916396716456,34.55959689690622
128,30.335790625106114,37.248057123192886
256,37.911958521327705,45.55097624408611
512,66.57051894998446,81.8808589447091
1024,43.42725902201889,52.1593726326528
2048,19.470384684773887,22.132801839396937
