n_anneal,min,mean
16,28.75662004837756,36.92006491475425
32,27.96073806968097,36.37103900630411
64,27.846022026645066,36.592779959824604
128,28.298806119013026,37.28460843859551
256,31.051977902931732,38.549554647156704
512,36.89505552540524,44.307141078050094
1024,33.783969806957494,41.28998555580462
2048,14.620361758118676,16.20438738571002
