n_anneal,min,mean
16,-55.076099187160295,-50.74487982705295
32,-55.76207193960279,-50.73937737270204
64,-57.172985067114794,-50.73918579946047
128,-58.72100167837437,-50.812560602702085
256,-64.82870094054104,-53.66731856124727
512,-66.91529439092022,-57.99282379606368
1024,-69.6400297546039,-61.42461178230033
2048,-70.76952233045529,-61.64638728747887
