n_anneal,min,mean
16,-71.91293888651269,-71.90720741045462
32,6.503086022243427,7.946558146563063
64,-8.722465560310063,-8.720558300061798
128,-3.6843756967318106,-3.6843756967318524
256,-34.8078739127118,-14.27418571469714
512,-47.74909787193372,-46.594224913899744
1024,-3.6843756967318106,-3.6843618406698395
2048,-71.91293888651269,-71.91255777865165
