n_anneal,min,mean
16,-71.91293888651269,-69.96895120783138
32,-69.88784228480714,-69.1090179194454
64,-65.91949210330475,-65.47758609685961
128,-68.309177748765,-67.96942227226768
256,-68.76796561760497,-68.69166190167005
512,-66.48935026904532,-66.43871906144898
1024,-71.91293888651269,-71.90156144906429
2048,-71.44473795207098,-71.4437139408785
