n_anneal,min,mean
16,-29.52506637975133,-0.6424308060382375
32,-30.635717186183822,-1.0316908371476308
64,-30.340748342814727,-0.6336784956100446
128,-24.622586635196974,-6.501574895208473
256,-44.92457153574178,-44.767689341433105
512,-47.823230938040446,-47.531286821889154
1024,-66.03122080325755,-66.02712279602385
2048,-71.91293888651269,-71.91237976612872
