n_anneal,min,mean
16,-30.36335863929648,-1.3649233848965963
32,-33.64895231845437,-1.4440722356277433
64,-39.111633639403806,-1.321165309642186
128,-44.688830380826886,-39.8515225549914
256,-46.478773653823524,-46.44808957156404
512,-62.39137815142425,-62.38518874977956
1024,-71.26276505317199,-71.25973169124633
2048,-71.91293888651269,-71.91229304419157
