n_anneal,min,mean
16,25.865013860369167,34.82055492679853
32,26.217365335906155,34.72317678053192
64,10.752326209873717,13.592156670118257
128,8.878007834709432,10.888393682126326
256,8.343266736531492,10.328508609470632
512,8.0994056692128,9.757897485673986
1024,9.272222848085896,10.132738438296212
2048,9.692166966782986,10.91162364825924
