n_anneal,min,mean
16,16.107750648643883,24.13478070547641
32,23.584434850886005,24.739140311816513
64,19.205738890220157,26.462122179122705
128,15.097179824251675,20.462800435129793
256,10.556067977246286,15.212563246741329
512,9.649739743268947,12.956194415198652
1024,6.911172894902524,7.334866837398681
2048,6.5176857264766666,6.581094790710521
