n_anneal,min,mean
16,6.4651499286749035,7.811721692451257
32,6.4651499286749035,7.818042919458221
64,6.4651499286749035,7.826173824732103
128,6.4651499286749035,7.846839726430815
256,6.4651499286749035,7.902084738203982
512,6.4651499286749035,8.068958361846969
1024,6.4651499286749035,8.178707295997832
2048,6.715254989260752,6.908912434572466
