n_anneal,min,mean
16,6.623474211820199,10.565283571706905
32,6.465149928674904,9.733498790331065
64,6.472678434361127,10.114480577846127
128,6.545650272291984,10.179785925137137
256,7.235165946300532,10.157927063026301
512,12.72600614832228,17.43787827890723
1024,8.360540769709086,11.209694410641383
2048,6.693890673992056,6.937546761002328
