n_anneal,min,mean
16,13.777842380480013,18.315927700868777
32,15.41909378273498,23.827915849814456
64,18.512442432339775,25.27565130491151
128,13.384427492049419,18.71933153200338
256,10.461398872031053,13.527109695052408
512,8.92883852971909,11.14594275887075
1024,6.742273396215634,7.101795555529631
2048,6.5176857264766666,6.566546956733217
