n_anneal,min,mean
16,1.383837803992094e-05,0.583711846097535
32,1.3492227031397519e-05,0.4944059160756327
64,9.366480302475111e-07,0.36073533863371043
128,1.260158275950829e-06,0.251191537372602
256,2.0836708303217932e-07,0.16236736035374777
512,6.210048044685834e-07,0.10127500502908726
1024,3.15780957604872e-07,0.06532067377351414
2048,3.6980729600788464e-07,0.045326341075047405
